Nombre Producto,Sub Categoría Producto,Categoría Producto,Color,Fecha,Cantidad,Precio,Nombre Cliente,Genero,Ingreso Anual,Estado Civil,Rango Edad,Tipo Tienda,Nombre Tienda,País,Fecha actual,Costo
WWI Desktop PC1.60 E1600 Blanco,Desktops,Computadoras,Blanco,04/06/2017,1,"219,95","Robinson, Charles",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,133
Adventure Works CRT15 E101 Negro,MAC,Computadoras,Negro,04/06/2017,51,90,"Mohamed, Samantha",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,66
"Contoso SLR Camera 35"" X358 Dorado",Cámaras digitales SLR,Cámaras y videocámaras,Dorado,04/06/2017,51,568,"Griffin, Julian",Masculino,90000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,14/05/2024,351
"Contoso SLR Camera 35"" X358 Naranja",Cámaras digitales SLR,Cámaras y videocámaras,Naranja,04/06/2017,52,568,"Griffin, Julian",Masculino,90000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,14/05/2024,402
"The Teléfono Company Touch Screen Teléfonos 26-1.4"" M250 Gris Plata",Teléfonos de pantalla táctil,Teléfonos Móviles,Gris Plata,04/06/2017,51,568,"Griffin, Julian",Masculino,90000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,14/05/2024,343
WWI Chandelier M815 Negro,Lámparas,Electrodomésticos,Negro,04/06/2017,54,758,"Rivera, Caitlin",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,14/05/2024,517
SV Videos de Auto LCD7 M7002 Dorado,Videos de Auto,TV y Video,Dorado,04/06/2017,51,1650,"Smith, Alexandra",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,1126
Proseware Projector 480p DLP12 Dorado,Proyectores y pantallas,Computadoras,Dorado,04/06/2017,1,499,"Washington, Hannah",Femenino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,370
The Teléfono Company PDA Teléfono Unlocked 3.7 inches M510 Negro,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Negro,04/06/2017,1,238,"Johnson, James",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,14/05/2024,175
Contoso Rechargeable Battery E100 Gris Plata,Accesorios de Computadoras,Computadoras,Gris Plata,04/06/2017,1,250,"Mitchell, Savannah",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,14/05/2024,180
Litware 18'' Oscillating Pedestal Fan M145 Rosa,Ventiladores,Electrodomésticos,Rosa,04/06/2017,51,856,"Powell, Dylan",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,14/05/2024,612
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,04/06/2017,1,250,"Perez, Timothy",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,14/05/2024,170
The Teléfono Company Touch Screen Teléfonos SAW/Activo-wall M806 Negro,Teléfonos de pantalla táctil,Teléfonos Móviles,Negro,04/06/2017,1,293,"Baker, Ian",Masculino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,14/05/2024,217
SV Hand Games for Office worker L28 Rojo,Juegos en caja,Juegos y juguetes,Rojo,04/06/2017,1,"16,99","Bennett, Jordyn",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,14/05/2024,12
Proseware Slim-Design Fax Machine with Answering System X180 Negro,"Impresoras, escáneres y fax",Computadoras,Negro,04/06/2017,1,236,"Martin, Nicholas",Masculino,70000,Soltero,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,14/05/2024,147
Audífono Adapter for Contoso Teléfono E130 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,04/06/2017,1,250,"Brooks, Ian",Masculino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,14/05/2024,175
"The Teléfono Company Touch Screen Teléfonos 26-1.4"" M250 Plateado",Teléfonos de pantalla táctil,Teléfonos Móviles,Plateado,03/06/2017,1,268,"Brown, Julia",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,13/05/2024,187
The Teléfono Company Touch Screen Teléfonos - LCD M12 Plateado,Teléfonos de pantalla táctil,Teléfonos Móviles,Plateado,03/06/2017,51,568,"Moore, Wyatt",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,403
Litware Refrigerator 1.7CuFt E120 Marrón,Refrigeradores,Electrodomésticos,Marrón,03/06/2017,1,"129,99","Ramirez, Gabrielle",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,80
Cigarette Lighter Adapter for Contoso Teléfonos E110 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,03/06/2017,1,"24,99","Powell, Miranda",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,15
Reusable Teléfono Screen Protector E120,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Transparente,03/06/2017,1,250,"Garcia, Christian",Masculino,70000,Soltero,Entre 26 y 40 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,169
Contoso Air Conditioner 7000BTU E0260 Rojo,Aires Acondicionados,Electrodomésticos,Rojo,03/06/2017,3,"3199,99","Zhang, Heather",Femenino,70000,Casado,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,13/05/2024,2273
Proseware LCD20W M230 Blanco,MAC,Computadoras,Blanco,03/06/2017,1,279,"Hayes, Dalton",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,191
Contoso Wireless Notebook Optical Mouse M35 Negro,Accesorios de Computadoras,Computadoras,Negro,03/06/2017,1,"29,95","Hayes, Dalton",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,18
Contoso Notebook Peripheral Kit M69 Negro,Accesorios de Computadoras,Computadoras,Negro,03/06/2017,1,"16,5","Gonzalez, Madeline",Femenino,70000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,11
Contoso Phone System Accessory Handset with Charger M308 Negro,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Negro,03/06/2017,1,508,"Jenkins, Melissa",Femenino,70000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,13/05/2024,327
"Fabrikam Trendsetter 1/2"" 3mm X300 Naranja",Videocámaras,Cámaras y videocámaras,Naranja,03/06/2017,1,665,"Jenkins, Austin",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,13/05/2024,461
Litware 3-Speed Oscillating High-Performance Fan E201 Negro,Ventiladores,Electrodomésticos,Negro,03/06/2017,1,"29,99","Ramirez, Ian",Masculino,70000,Casado,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,13/05/2024,19
Contoso Original K1m Li-Ion Standard Battery E170 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,03/06/2017,1,250,"Sandberg, Nicole",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,13/05/2024,181
WWI Desktop PC1.60 E1600 Negro,Desktops,Computadoras,Negro,03/06/2017,1,"219,95","Martin, Samuel",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,13/05/2024,135
Contoso Touch Stylus Pen E150 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,03/06/2017,1,250,"Perry, Natalie",Femenino,70000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,13/05/2024,173
Contoso DVD Recorder L220 Blanco,Películas DVD,"Música, películas y audiolibros",Blanco,03/06/2017,1,219,"Ross, Seth",Masculino,70000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,13/05/2024,142
Contoso USB Cable M250 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,02/06/2017,1,25,"Howard, Brianna",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,12/05/2024,16
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,02/06/2017,1,"24,99","Sanders, Mason",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,12/05/2024,15
Contoso Wireless Notebook Optical Mouse X205 Blanco,Accesorios de Computadoras,Computadoras,Blanco,02/06/2017,1,1560,"Posti, Juha-Pekka",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,1133
Contoso Lens Cap Keeper E314 Dorado,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Dorado,02/06/2017,1,250,"Prasad, Molly",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,172
Contoso Expandable 3-Handset Cordless Phone System M204 Gris Plata,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Gris Plata,02/06/2017,1,"499,99","Garcia, Brandon",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,309
WWI Screen 106in M1609 Dorado,Proyectores y pantallas,Computadoras,Dorado,02/06/2017,1,251,"Morgan, Abigail",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Nueva York,Estados Unidos,12/05/2024,169
The Teléfono Company Touch Screen Teléfonos - LCD M12 Negro,Teléfonos de pantalla táctil,Teléfonos Móviles,Negro,02/06/2017,51,200,"Washington, Caroline",Femenino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,12/05/2024,122
WWI Screen 100in M1609 Blanco,Proyectores y pantallas,Computadoras,Blanco,02/06/2017,51,190,"Long, Caleb",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,119
Litware Chandelier M8015 Dorado,Lámparas,Electrodomésticos,Dorado,02/06/2017,1,"268,5","Miller, Kayla",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,167
A. Datum Interchangeable lens NActivo-SLR Digital Camera X250 Rosa,Cámaras Digitales,Cámaras y videocámaras,Rosa,02/06/2017,1,268,"Brown, Samantha",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,184
Audífono Adapter for Contoso Teléfono E130 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,02/06/2017,1,250,"Diaz, Brandon",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,12/05/2024,181
A. Datum Ultra Compact Digital Camera M190 Negro,Cámaras Digitales,Cámaras y videocámaras,Negro,02/06/2017,1,165,"Nath, Yolanda",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/05/2024,116
Contoso DVD Recorder L240 Plateado,Películas DVD,"Música, películas y audiolibros",Plateado,02/06/2017,1,219,"Peterson, Steven",Masculino,60000,Casado,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,12/05/2024,158
Contoso DVD 55DVD Storage Binder M56 Negro,Películas DVD,"Música, películas y audiolibros",Negro,02/06/2017,1,250,"Edwards, Eric",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,12/05/2024,181
Contoso Lens Adapter M450 Gris Plata,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Gris Plata,02/06/2017,1,68,"Reed, Paige",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,12/05/2024,48
Fabrikam Refrigerator 3.2CuFt E1600 Dorado,Refrigeradores,Electrodomésticos,Dorado,02/06/2017,51,"279,99","Barnes, Elizabeth",Femenino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,12/05/2024,183
Contoso Sistema Home Theater 5.1 Channel M1520 Dorado,Sistema Home Theater,TV y Video,Dorado,01/06/2017,51,339,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,226
Contoso Genuine Leather Grip Belt E322 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,01/06/2017,3,"77,99","Zhang, Robert",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,52
SV DVD Movies E100 Amarillo,Películas DVD,"Música, películas y audiolibros",Amarillo,01/06/2017,1,627,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,443
SV DVD 14-Inch Player Portable L100 Negro,Películas DVD,"Música, películas y audiolibros",Negro,01/06/2017,3,627,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,402
SV DVD 15-Inch Player Portable L200 Dorado,Películas DVD,"Música, películas y audiolibros",Dorado,01/06/2017,1,627,"Lopez, Isaiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,425
MGS Halo 2 for Windows Vista M220,Juegos para Descargar,Juegos y juguetes,Blanco,01/06/2017,51,890,"Zhang, Robert",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,660
Contoso Touch Stylus Pen E150 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/06/2017,1,250,"Gonzalez, Jeremiah",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Chicago,Estados Unidos,11/05/2024,150
WWI Chandelier M815 Azul,Lámparas,Electrodomésticos,Azul,01/06/2017,52,699,"Torres, Victoria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,492
Contoso Touch Stylus Pen E150 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,01/06/2017,1,250,"Griffin, Maria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,186
Proseware Screen 80in E1010 Blanco,Proyectores y pantallas,Computadoras,Blanco,01/06/2017,1,109,"Lobao, Alexandre",Masculino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,11/05/2024,81
Contoso General Carrying Case E304 Blanco,Accesorios Cámaras y Videocámaras,Cámaras y videocámaras,Blanco,01/06/2017,53,"19,99","Brooks, Victoria",Femenino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Nueva York,Estados Unidos,11/05/2024,13
WWI Screen 113in M1610 Dorado,Proyectores y pantallas,Computadoras,Dorado,01/06/2017,1,299,"Rubio, Javier",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,208
A. Datum Point Shoot Digital Camera M500 Dorado,Cámaras Digitales,Cámaras y videocámaras,Dorado,01/06/2017,54,198,"Stewart, Amanda",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,133
Litware Chandelier M8015 Negro,Lámparas,Electrodomésticos,Negro,01/06/2017,1,"268,5","Rubio, Ruben",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,187
Proseware Fax Machine E100 Blanco,"Impresoras, escáneres y fax",Computadoras,Blanco,01/06/2017,3,79,"Patterson, Nicole",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,56
Contoso Rechargeable Battery E100 Negro,Accesorios de Computadoras,Computadoras,Negro,01/06/2017,1,250,"Watson, Devin",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,11/05/2024,186
"Proseware Color Ink Jet Fax, Copier, Teléfono M250 Verde","Impresoras, escáneres y fax",Computadoras,Verde,01/06/2017,1,159,"Cox, Arianna",Femenino,60000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,11/05/2024,101
The Teléfono Company Smart phone 6-LINE SCREEN M21 Gris Plata,Teléfonos Inteligentes y PDAs,Teléfonos Móviles,Gris Plata,01/06/2017,51,589,"Bradley, Evan",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/05/2024,377
Audífono Adapter for Contoso Teléfono E130 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,01/06/2017,1,250,"Murphy, Catherine",Femenino,60000,Casado,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,11/05/2024,164
Litware 120mm Azul LED Case Fan E901 Negro,Ventiladores,Electrodomésticos,Negro,01/06/2017,1,250,"Taylor, Marcus",Masculino,60000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,11/05/2024,174
Litware Sistema Home Theater 4.1 Channel M410 Dorado,Sistema Home Theater,TV y Video,Dorado,01/06/2017,54,850,"Stewart, Alexandria",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/05/2024,592
Fabrikam Microwave 0.9CuFt E0900 Gris Plata,Microondas,Electrodomésticos,Gris Plata,01/06/2017,1,"99,99","Collins, Nathan",Masculino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/05/2024,69
Litware 120mm Azul LED Case Fan E901 Azul,Ventiladores,Electrodomésticos,Azul,01/06/2017,1,250,"Henderson, Olivia",Femenino,60000,Casado,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,11/05/2024,165
Contoso Rubberized Skin NegroBerry E100 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,01/06/2017,4,"14,99","Kumar, Elijah",Masculino,60000,Casado,Entre 51 y 60 años,Tienda,Tienda Los Angeles,Estados Unidos,11/05/2024,9
Contoso 32GB Video MP3 Player M3200 Negro,MP4&MP3,Audio,Negro,31/05/2017,1,255,"Robinson, Joseph",Masculino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,10/05/2024,186
Proseware Laser Fax Printer E100 Blanco,"Impresoras, escáneres y fax",Computadoras,Blanco,31/05/2017,51,91,"Hughes, Miranda",Femenino,80000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,61
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,31/05/2017,1,"24,99","Martin, Joshua",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,17
SV Videos de Auto AM/FM E1001 Dorado,Videos de Auto,TV y Video,Dorado,31/05/2017,51,219,"Jackson, Victoria",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,150
Audífono Adapter for Contoso Teléfono E130 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,31/05/2017,1,250,"Lewis, Ethan",Masculino,50000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,152
Audífono Adapter for Contoso Teléfono E130 Dorado,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Dorado,31/05/2017,1,250,"Green, Mackenzie",Femenino,100000,Soltero,Entre 51 y 60 años,Tienda,Tienda Nueva York,Estados Unidos,10/05/2024,178
Contoso Phone for MSN E200 Blanco,Teléfonos para el hogar y la oficina,Teléfonos Móviles,Blanco,31/05/2017,2,16,"Washington, Thomas",Masculino,100000,Soltero,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,11
Litware 20'' Box Fan E401 Amarillo,Ventiladores,Electrodomésticos,Amarillo,31/05/2017,1,"25,99","Adams, Julia",Femenino,50000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,17
Contoso Touch Stylus Pen E150 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,31/05/2017,1,250,"Carter, Madeline",Femenino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Florida,Estados Unidos,10/05/2024,157
SV DVD 48 DVD Storage Binder M50 Rojo,Películas DVD,"Música, películas y audiolibros",Rojo,31/05/2017,3,"17,99","Young, Kaitlyn",Femenino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,10/05/2024,12
Contoso Rubberized Skin NegroBerry E100 Negro,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Negro,31/05/2017,1,"14,99","Davis, Justin",Masculino,100000,Casado,Entre 51 y 60 años,Tienda,Tienda Dallas,Estados Unidos,10/05/2024,11
Contoso Microwave 0.8CuFt E0080 Gris Plata,Microondas,Electrodomésticos,Gris Plata,31/05/2017,1,"94,99","Patterson, Austin",Masculino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Dallas,Estados Unidos,10/05/2024,67
Cigarette Lighter Adapter for Contoso Teléfonos E110 Blanco,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Blanco,31/05/2017,1,"24,99","Griffin, Justin",Masculino,50000,Soltero,Entre 41 y 50 años,Tienda,Tienda Dallas,Estados Unidos,10/05/2024,18
"Contoso SLR Camera 35"" M358 Naranja",Cámaras digitales SLR,Cámaras y videocámaras,Naranja,31/05/2017,1,568,"Walker, John",Masculino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,10/05/2024,347
The Teléfono Company Touch Screen Teléfonos Capacitive M908 Negro,Teléfonos de pantalla táctil,Teléfonos Móviles,Negro,31/05/2017,51,308,"Walker, John",Masculino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Los Angeles,Estados Unidos,10/05/2024,230
Contoso 32GB Video MP3 Player M3200 Negro,MP4&MP3,Audio,Negro,30/05/2017,1,255,"Robinson, Joseph",Masculino,50000,Casado,Entre 41 y 50 años,Tienda,Tienda Chicago,Estados Unidos,09/05/2024,159
Proseware Laser Fax Printer E100 Blanco,"Impresoras, escáneres y fax",Computadoras,Blanco,30/05/2017,2,91,"Hughes, Miranda",Femenino,80000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,09/05/2024,65
Cigarette Lighter Adapter for Contoso Teléfonos E110 Rojo,Accesorios de Teléfonos Móviles,Teléfonos Móviles,Rojo,30/05/2017,1,"24,99","Martin, Joshua",Masculino,80000,Casado,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,09/05/2024,15
SV Videos de Auto AM/FM E1001 Dorado,Videos de Auto,TV y Video,Dorado,30/05/2017,51,219,"Jackson, Victoria",Femenino,20000,Soltero,Mayor a 61 años,Tienda,Tienda Florida,Estados Unidos,09/05/2024,145
